Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
1764767994.5939343,-208074.87,-208046.385,-225875.745,-235646.055,-212207.265,-198464.49
1764767994.5939343,-208052.145,-208025.01,-225852.03,-235621.62,-212185.755,-198439.83
1764767994.5939343,-208051.83,-208024.605,-225887.895,-235652.715,-212208.165,-198470.52
1764767994.5939343,-208034.235,-208007.595,-225918.0,-235676.655,-212216.31,-198495.225
1764767994.5939343,-208043.055,-208016.505,-225962.055,-235716.885,-212242.14,-198536.94
1764767994.5939343,-208068.3,-208042.245,-226006.065,-235760.58,-212275.17,-198581.85
1764767994.5939343,-208039.365,-208013.265,-225968.22,-235724.535,-212238.405,-198548.775
1764767994.5939343,-208051.965,-208025.28,-225940.23,-235701.405,-212226.39,-198528.525
1764767994.5939343,-208063.035,-208036.62,-225916.29,-235682.775,-212220.675,-198511.695
1764767994.5939343,-208052.19,-208025.19,-225869.445,-235639.08,-212191.695,-198470.43
1764767994.5939343,-208044.765,-208017.54,-225845.64,-235616.805,-212179.365,-198449.325
1764767994.5939343,-208038.51,-208011.285,-225844.245,-235613.88,-212177.88,-198447.3
1764767994.5939343,-208027.845,-208001.295,-225875.43,-235639.395,-212192.325,-198473.85
1764767994.5939343,-208004.4,-207978.03,-225905.715,-235661.85,-212196.15,-198498.375
1764767994.5939343,-208016.1,-207990.045,-225949.815,-235702.98,-212222.565,-198542.295
1764767994.5939343,-208042.155,-208016.595,-225988.605,-235743.03,-212253.75,-198584.55
1764767994.5939343,-208015.02,-207989.82,-225949.725,-235706.265,-212217.255,-198551.16
1764767994.5939343,-208036.395,-208010.97,-225935.955,-235696.635,-212217.705,-198545.4
1764767994.5939343,-208042.335,-208016.415,-225910.395,-235675.665,-212208.39,-198526.905
1764767994.5949657,-208038.51,-208012.23,-225868.545,-235637.82,-212184.18,-198491.22
1764767994.5949657,-208030.005,-208004.265,-225847.71,-235618.2,-212171.895,-198472.995
1764767994.5949657,-208013.22,-207987.795,-225830.025,-235599.48,-212156.145,-198455.805
1764767994.5949657,-208001.43,-207976.68,-225856.8,-235621.035,-212167.62,-198478.215
1764767994.6410944,-207986.85,-207961.965,-225890.64,-235648.17,-212177.43,-198506.835
1764767994.6410944,-207983.43,-207958.68,-225914.04,-235668.915,-212185.71,-198530.37
1764767994.6410944,-208005.12,-207980.91,-225950.265,-235704.645,-212213.07,-198568.35
1764767994.6410944,-207989.145,-207964.845,-225925.605,-235682.145,-212189.94,-198548.865
1764767994.6410944,-208013.22,-207988.965,-225912.87,-235674.54,-212192.235,-198543.915
1764767994.6410944,-208028.925,-208004.4,-225895.68,-235662.975,-212192.145,-198533.565
1764767994.6410944,-208019.295,-207994.365,-225849.465,-235619.955,-212162.76,-198492.255
1764767994.6410944,-208044.225,-208019.385,-225862.02,-235634.67,-212184.855,-198507.195
1764767994.6410944,-208033.29,-208008.945,-225859.14,-235630.89,-212180.67,-198502.83
1764767994.6410944,-207994.905,-207970.92,-225859.59,-235624.77,-212164.02,-198497.25
1764767994.6410944,-207964.665,-207941.13,-225879.345,-235636.155,-212157.945,-198510.165
1764767994.6421185,-207980.415,-207957.33,-225929.835,-235683.27,-212189.535,-198558.99
1764767994.6421185,-208017.315,-207994.455,-225975.645,-235730.925,-212229.18,-198607.95
1764767994.6421185,-208029.465,-208006.47,-225981.63,-235739.565,-212238.675,-198619.065
1764767994.6421185,-207990.54,-207967.05,-225899.505,-235662.525,-212171.58,-198543.825
1764767994.6421185,-208000.485,-207976.32,-225856.935,-235625.04,-212151.51,-198508.23
1764767994.6421185,-208036.62,-208012.14,-225868.32,-235639.89,-212177.52,-198523.305
1764767994.6421185,-208078.065,-208053.585,-225906.75,-235680.255,-212222.52,-198562.905
1764767994.6421185,-208085.67,-208061.505,-225932.49,-235705.005,-212243.445,-198585.945
1764767994.6421185,-208066.86,-208042.875,-225955.035,-235721.97,-212247.585,-198602.46
1764767994.6421185,-208041.84,-208018.395,-225982.17,-235741.14,-212247.99,-198622.44
1764767994.6421185,-207989.73,-207966.735,-225949.455,-235705.32,-212200.785,-198589.365
1764767994.687733,-207978.345,-207954.99,-225927.855,-235684.035,-212178.87,-198571.545
1764767994.687733,-207978.66,-207954.765,-225915.39,-235673.775,-212170.995,-198563.805
1764767994.687733,-208005.03,-207980.415,-225907.29,-235669.815,-212177.16,-198562.365
1764767994.687733,-208086.615,-208062.09,-225968.445,-235736.325,-212251.68,-198629.01
1764767994.687733,-208121.805,-208097.325,-225988.47,-235760.67,-212282.55,-198652.68
1764767994.687733,-208138.905,-208114.335,-226001.745,-235774.935,-212300.19,-198666.36
1764767994.687733,-208096.965,-208072.53,-225963.72,-235736.955,-212260.86,-198627.93
1764767994.687733,-207991.17,-207966.33,-225868.815,-235636.065,-212157.27,-198529.47
1764767994.687733,-207974.115,-207949.545,-225885.555,-235645.2,-212155.47,-198541.53
1764767994.687733,-207996.795,-207972.72,-225938.43,-235696.005,-212194.35,-198594.18
1764767994.688255,-208014.525,-207990.36,-225971.685,-235729.305,-212219.19,-198629.145
1764767994.688255,-208004.085,-207980.055,-225953.82,-235712.97,-212202.45,-198615.42
1764767994.688255,-208030.23,-208005.84,-225941.535,-235706.265,-212206.23,-198611.37
1764767994.688255,-208042.515,-208017.315,-225918.99,-235689.165,-212201.73,-198595.845
1764767994.688255,-208040.58,-208015.245,-225883.44,-235656.765,-212182.515,-198565.02
1764767994.688255,-208080.0,-208055.025,-225917.685,-235692.72,-212223.96,-198601.155
1764767994.688255,-208076.715,-208051.47,-225931.725,-235705.32,-212232.915,-198613.485
1764767994.688255,-207994.68,-207969.39,-225884.16,-235650.33,-212167.575,-198560.25
