Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
1764769086.6127586,6446.429999999999,2540.61,-30658.59,-8433.0,-8339.22,-28637.145,3022.155,10332.63
1764769086.6127586,6433.245,2527.335,-30671.64,-8444.835,-8349.48,-28646.775,3009.51,10317.465
1764769086.613775,6440.445,2535.75,-30662.82,-8435.565,-8341.154999999999,-28639.26,3015.045,10323.855
1764769086.613775,6435.179999999999,2528.46,-30670.245,-8441.955,-8347.904999999999,-28644.12,3010.5,10318.32
1764769086.613775,6436.485,2529.855,-30670.74,-8440.965,-8346.645,-28643.175,3012.48,10320.255
1764769086.613775,6443.054999999999,2538.045,-30661.83,-8432.775,-8338.5,-28637.145,3019.095,10328.445
1764769086.613775,6439.905,2535.21,-30663.225,-8434.305,-8340.84,-28640.07,3017.655,10326.555
1764769086.613775,6436.98,2531.925,-30666.69,-8436.779999999999,-8343.404999999999,-28641.6,3015.72,10324.53
1764769086.613775,6437.745,2533.05,-30666.015,-8435.43,-8341.83,-28640.295,3016.845,10325.385
1764769086.613775,6446.79,2543.085,-30656.205,-8425.89,-8331.48,-28631.43,3025.08,10334.7
1764769086.613775,6452.28,2547.495,-30651.84,-8422.02,-8327.61,-28627.155,3029.04,10338.795
1764769086.613775,6445.665,2539.53,-30659.175,-8429.445,-8336.205,-28636.02,3020.805,10330.695
1764769086.613775,6436.71,2529.63,-30668.58,-8438.985,-8345.835,-28644.93,3012.12,10321.02
1764769086.613775,6436.259999999999,2529.675,-30668.76,-8438.4,-8345.205,-28644.57,3012.165,10320.84
1764769086.613775,6444.27,2538.855,-30661.29,-8429.715,-8335.8,-28635.795,3019.41,10330.155
1764769086.613775,6444.134999999999,2539.035,-30660.705,-8429.805,-8335.71,-28635.885,3019.68,10330.11
1764769086.613775,6437.969999999999,2531.61,-30667.455,-8436.51,-8342.19,-28642.77,3014.73,10323.99
1764769086.613775,6442.11,2536.02,-30663.54,-8433.404999999999,-8338.994999999999,-28638.72,3018.465,10329.03
1764769086.613775,6444.0,2538.405,-30661.065,-8430.255,-8336.25,-28636.65,3019.275,10329.885
1764769086.613775,6446.474999999999,2539.755,-30659.355,-8428.455,-8333.685,-28635.39,3021.525,10331.46
1764769086.613775,6454.755,2548.35,-30651.66,-8421.074999999999,-8326.17,-28626.39,3030.435,10340.64
1764769086.613775,6450.705,2544.57,-30655.215,-8424.765,-8330.58,-28629.63,3026.205,10336.455
1764769086.6592703,6448.094999999999,2540.16,-30659.67,-8428.23,-8333.1,-28631.61,3022.83,10332.045
1764769086.6592703,6438.06,2528.73,-30671.19,-8439.029999999999,-8343.539999999999,-28642.77,3013.245,10321.02
1764769086.6592703,6438.24,2529.36,-30671.28,-8439.345,-8343.765,-28643.76,3013.38,10321.2
1764769086.6592703,6446.295,2539.485,-30661.515,-8429.13,-8333.955,-28635.12,3021.345,10330.515
1764769086.6592703,6448.23,2541.96,-30659.22,-8428.005,-8331.164999999999,-28632.555,3024.135,10333.755
1764769086.6592703,6440.67,2534.535,-30666.195,-8435.52,-8338.185,-28639.665,3017.7,10326.465
1764769086.6592703,6437.384999999999,2530.44,-30670.605,-8439.119999999999,-8341.154999999999,-28641.645,3015.9,10323.63
1764769086.6592703,6437.025,2528.955,-30672.81,-8440.065,-8342.685,-28643.22,3014.055,10322.46
1764769086.6592703,6453.99,2545.785,-30656.565,-8422.92,-8325.63,-28625.355,3029.265,10339.56
1764769086.6592703,6455.429999999999,2547.135,-30655.98,-8423.145,-8325.539999999999,-28624.905,3028.86,10339.785
1764769086.6592703,6452.82,2543.985,-30658.905,-8425.755,-8327.025,-28626.84,3025.8,10336.59
1764769086.6592703,6446.429999999999,2537.685,-30665.25,-8431.74,-8332.83,-28632.78,3020.22,10330.605
1764769086.6592703,6451.83,2544.3,-30659.265,-8425.8,-8326.26,-28627.29,3025.71,10337.13
1764769086.6602862,6444.36,2536.38,-30666.195,-8432.955,-8333.19,-28634.58,3019.59,10329.93
1764769086.6602862,6451.29,2543.49,-30658.725,-8426.43,-8325.449999999999,-28627.11,3026.34,10337.895
1764769086.6602862,6455.25,2548.215,-30655.44,-8422.65,-8320.994999999999,-28622.565,3030.12,10342.035
1764769086.6602862,6453.045,2546.1,-30658.365,-8425.08,-8323.289999999999,-28624.995,3028.68,10339.38
1764769086.6602862,6455.61,2547.855,-30656.43,-8423.19,-8321.039999999999,-28622.295,3031.335,10342.035
1764769086.6602862,6466.545,2558.52,-30646.71,-8414.865,-8313.21,-28613.52,3040.875,10352.925
1764769086.6602862,6459.66,2551.14,-30653.955,-8421.345,-8319.645,-28619.505,3033.45,10344.78
1764769086.6602862,6462.54,2554.155,-30649.5,-8415.945,-8312.31,-28613.61,3035.97,10346.175
1764769086.6602862,6468.795,2561.58,-30641.49,-8409.015,-8304.93,-28606.635,3042.135,10352.475
1764769086.6602862,6458.085,2550.42,-30652.695,-8420.355,-8316.63,-28618.245,3032.46,10341.27
1764769086.6602862,6453.63,2545.335,-30658.275,-8424.945,-8320.994999999999,-28622.655,3028.41,10337.31
1764769086.7027545,6461.505,2555.055,-30649.545,-8416.485,-8311.949999999999,-28613.295,3037.14,10347.66
1764769086.7027545,6461.82,2556.18,-30647.925,-8415.539999999999,-8311.41,-28612.89,3037.59,10348.38
1764769086.7027545,6458.175,2551.5,-30652.47,-8419.365,-8316.09,-28617.66,3032.91,10344.555
1764769086.7027545,6457.32,2549.205,-30654.495,-8421.48,-8318.16,-28620.765,3030.345,10341.405
1764769086.7027545,6457.634999999999,2548.17,-30655.35,-8422.605,-8320.545,-28623.285,3028.095,10339.695
1764769086.7032669,6445.889999999999,2535.345,-30667.41,-8434.619999999999,-8333.64,-28636.47,3015.495,10325.61
1764769086.7032669,6445.304999999999,2533.905,-30669.48,-8435.61,-8332.83,-28633.995,3016.125,10324.62
1764769086.7032669,6450.84,2538.585,-30665.835,-8430.57,-8325.945,-28624.86,3022.65,10331.055
1764769086.7032669,6451.875,2539.71,-30665.295,-8429.94,-8323.965,-28622.97,3024.585,10333.395
1764769086.7032669,6444.405,2534.085,-30670.785,-8436.33,-8330.76,-28630.8,3018.96,10326.195
1764769086.7032669,6446.16,2537.82,-30667.365,-8434.574999999999,-8328.465,-28629.765,3022.245,10329.03
1764769086.7032669,6447.15,2539.08,-30666.015,-8432.73,-8327.925,-28630.08,3022.92,10330.56
1764769086.7032669,6453.81,2545.11,-30660.345,-8426.88,-8322.029999999999,-28623.375,3028.005,10336.905
1764769086.7032669,6452.37,2543.355,-30662.28,-8428.725,-8324.235,-28625.535,3025.98,10334.565
1764769086.7032669,6447.06,2536.11,-30670.74,-8437.05,-8332.515,-28633.41,3019.68,10328.58
1764769086.7032669,6439.41,2527.695,-30679.47,-8445.6,-8341.02,-28641.33,3011.715,10319.895
1764769086.7032669,6446.474999999999,2535.03,-30672.765,-8438.895,-8333.91,-28634.805,3017.655,10326.33
1764769086.7032669,6439.185,2527.335,-30679.785,-8445.195,-8340.48,-28643.04,3011.535,10318.725
1764769086.7032669,6443.28,2532.465,-30675.015,-8440.47,-8336.385,-28638.855,3015.63,10323.855
1764769086.7032669,6433.695,2522.16,-30684.78,-8450.055,-8345.25,-28647.09,3008.835,10314.945
1764769086.7032669,6430.094999999999,2518.695,-30688.02,-8454.195,-8348.445,-28650.96,3005.775,10312.38
1764769086.7032669,6431.804999999999,2520.81,-30686.49,-8453.07,-8347.904999999999,-28650.645,3006.855,10314.36
1764769086.7527635,6440.085,2529.585,-30678.795,-8445.195,-8339.805,-28643.22,3013.83,10323.18
1764769086.7527635,6446.655,2535.975,-30672.315,-8438.31,-8333.055,-28636.56,3019.77,10328.76
1764769086.7527635,6451.335,2539.71,-30668.76,-8434.35,-8330.175,-28633.725,3023.28,10333.125
1764769086.7527635,6446.07,2533.095,-30675.87,-8440.875,-8338.005,-28641.465,3015.81,10326.96
1764769086.7527635,6434.235,2520.135,-30689.28,-8454.42,-8351.46,-28654.515,3004.56,10314.36
1764769086.7527635,6437.429999999999,2523.6,-30685.725,-8451.225,-8348.085,-28650.285,3007.08,10318.545
1764769086.7527635,6441.929999999999,2528.505,-30680.415,-8445.914999999999,-8342.414999999999,-28645.605,3012.165,10323.54
1764769086.7527635,6438.825,2526.255,-30682.89,-8447.805,-8343.945,-28648.53,3012.03,10322.235
1764769086.7527635,6443.235,2531.07,-30678.795,-8444.07,-8338.949999999999,-28645.11,3015.63,10327.14
1764769086.7527635,6434.639999999999,2522.655,-30687.48,-8453.43,-8348.49,-28655.28,3007.71,10318.185
1764769086.7527635,6441.03,2528.19,-30682.305,-8448.164999999999,-8342.55,-28649.385,3013.425,10324.35
1764769086.7527635,6441.3,2528.1,-30682.44,-8448.525,-8342.955,-28649.52,3013.29,10323.36
1764769086.7527635,6453.224999999999,2540.07,-30671.82,-8436.779999999999,-8331.885,-28638.09,3023.46,10334.52
1764769086.7527635,6455.25,2541.33,-30671.325,-8436.555,-8332.199999999999,-28638.0,3025.215,10336.095
1764769086.7527635,6454.844999999999,2540.97,-30672.54,-8438.13,-8335.17,-28640.25,3024.675,10336.095
1764769086.7527635,6442.785,2529.405,-30682.845,-8447.715,-8343.72,-28649.97,3013.335,10323.135
1764769086.7527635,6441.57,2528.46,-30682.845,-8447.22,-8342.595,-28649.07,3014.01,10322.595
1764769086.7527635,6443.46,2530.71,-30682.44,-8447.22,-8342.145,-28648.935,3015.945,10325.07
1764769086.7527635,6444.36,2532.15,-30682.53,-8447.085,-8342.505,-28650.24,3014.91,10325.34
1764769086.7527635,6450.66,2538.585,-30675.42,-8439.119999999999,-8333.73,-28641.105,3021.48,10332.72
1764769086.7527635,6453.63,2541.42,-30673.125,-8437.095,-8331.48,-28638.045,3024.18,10335.87
1764769086.7527635,6455.61,2543.49,-30671.37,-8435.115,-8329.86,-28636.605,3025.98,10337.31
1764769086.7527635,6460.245,2546.955,-30667.77,-8430.57,-8325.18,-28631.88,3030.03,10341.135
1764769086.7527635,6453.45,2538.945,-30675.96,-8438.13,-8333.055,-28639.845,3022.11,10334.07
1764769086.800092,6446.25,2531.52,-30682.935,-8445.465,-8341.605,-28648.89,3013.56,10324.62
1764769086.800092,6452.235,2538.18,-30676.77,-8439.435,-8334.539999999999,-28641.735,3019.005,10330.38
1764769086.800092,6454.755,2541.015,-30673.845,-8436.69,-8330.895,-28637.01,3022.695,10333.8
1764769086.800092,6453.36,2539.935,-30674.745,-8437.095,-8330.265,-28636.425,3024.135,10334.205
1764769086.800092,6450.615,2537.82,-30677.445,-8439.39,-8333.145,-28639.8,3022.605,10333.035
1764769086.800092,6442.605,2529.09,-30686.625,-8447.715,-8342.775,-28649.295,3014.19,10324.17
1764769086.800092,6443.415,2529.855,-30685.68,-8446.994999999999,-8342.955,-28649.07,3014.91,10325.16
1764769086.800599,6452.505,2539.215,-30676.365,-8436.555,-8332.47,-28638.09,3023.235,10333.98
1764769086.800599,6458.13,2544.345,-30670.29,-8429.94,-8325.27,-28631.16,3028.77,10339.065
1764769086.800599,6454.17,2539.98,-30674.52,-8434.305,-8329.545,-28635.795,3023.91,10334.745
1764769086.800599,6446.745,2532.51,-30682.665,-8442.36,-8338.05,-28644.165,3016.26,10326.24
1764769086.800599,6448.5,2534.265,-30680.595,-8440.695,-8336.97,-28644.48,3016.98,10327.5
1764769086.800599,6461.955,2548.71,-30665.97,-8426.88,-8324.685,-28635.03,3027.555,10340.64
1764769086.800599,6462.495,2549.61,-30664.305,-8425.574999999999,-8323.515,-28635.84,3027.915,10341.405
1764769086.800599,6458.445,2546.325,-30668.04,-8428.41,-8324.55,-28634.22,3028.455,10339.56
1764769086.800599,6452.145,2539.395,-30675.735,-8434.845,-8329.095,-28635.615,3025.8,10334.52
1764769086.800599,6461.505,2548.98,-30665.79,-8424.09,-8317.845,-28623.87,3034.26,10344.285
