Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
1764768696.6478574,-204814.935,-204922.98,-229507.92,-243471.6,-209648.115,-195034.815
1764768696.6478574,-204809.04,-204917.04,-229497.48,-243461.565,-209641.23,-195024.78
1764768696.6478574,-204793.155,-204901.605,-229512.87,-243472.14,-209644.155,-195035.49
1764768696.6478574,-204765.975,-204875.1,-229538.565,-243489.42,-209643.615,-195054.255
1764768696.6478574,-204767.37,-204877.08,-229573.26,-243520.02,-209659.725,-195086.97
1764768696.6478574,-204792.39,-204902.1,-229610.745,-243558.315,-209689.605,-195127.065
1764768696.6478574,-204803.19,-204912.675,-229618.665,-243567.945,-209697.165,-195139.215
1764768696.6478574,-204799.995,-204908.94,-229592.745,-243544.95,-209681.73,-195120.27
1764768696.6483886,-204848.955,-204958.17,-229609.08,-243567.045,-209711.43,-195143.4
1764768696.6483886,-204867.765,-204976.62,-229602.195,-243564.84,-209717.775,-195141.96
1764768696.6483886,-204825.51,-204934.23,-229541.355,-243504.495,-209666.205,-195083.415
1764768696.6483886,-204787.17,-204895.62,-229488.165,-243450.54,-209619.495,-195032.115
1764768696.6483886,-204737.85,-204846.3,-229456.53,-243414.27,-209580.705,-194998.545
1764768696.6483886,-204710.175,-204818.85,-229464.18,-243415.44,-209570.805,-195002.46
1764768696.6483886,-204699.375,-204808.77,-229485.645,-243432.9,-209576.565,-195023.07
1764768696.6483886,-204707.835,-204817.365,-229508.55,-243454.41,-209590.47,-195048.27
1764768696.6483886,-204697.62,-204806.79,-229493.475,-243440.595,-209575.755,-195038.01
1764768696.6483886,-204731.37,-204840.135,-229499.055,-243450.81,-209593.62,-195051.69
1764768696.6483886,-204796.89,-204905.295,-229541.715,-243499.365,-209650.185,-195101.865
1764768696.6939368,-204816.195,-204924.24,-229546.08,-243507.015,-209663.91,-195110.325
1764768696.694467,-204812.145,-204920.415,-229533.21,-243495.045,-209656.89,-195099.57
1764768696.694467,-204810.12,-204918.66,-229531.635,-243493.335,-209656.17,-195098.58
1764768696.694467,-204796.215,-204905.205,-229546.305,-243504.09,-209658.24,-195109.695
1764768696.694467,-204757.245,-204866.82,-229556.25,-243505.98,-209642.985,-195113.115
1764768696.694467,-204750.36,-204860.16,-229577.04,-243522.99,-209647.26,-195132.42
1764768696.694467,-204766.92,-204876.72,-229599.945,-243546.66,-209664.045,-195157.845
1764768696.694467,-204793.56,-204903.18,-229623.48,-243571.77,-209687.4,-195184.71
1764768696.694467,-204799.275,-204908.58,-229603.59,-243556.335,-209677.545,-195170.715
1764768696.694467,-204762.195,-204871.005,-229514.04,-243472.185,-209609.955,-195088.905
1764768696.694467,-204760.44,-204868.89,-229477.77,-243438.255,-209590.65,-195056.415
1764768696.694467,-204790.14,-204898.23,-229494.825,-243456.84,-209617.11,-195075.135
1764768696.694467,-204785.145,-204893.37,-229487.265,-243449.955,-209613.195,-195067.62
1764768696.694467,-204760.62,-204869.205,-229487.895,-243446.715,-209603.655,-195063.3
1764768696.694467,-204734.475,-204843.33,-229510.305,-243461.295,-209602.755,-195078.105
1764768696.694467,-204692.04,-204800.895,-229491.045,-243437.94,-209568.87,-195056.64
1764768696.694467,-204701.76,-204810.255,-229495.455,-243442.305,-209571.75,-195063.12
1764768696.694467,-204749.91,-204858.54,-229543.515,-243492.795,-209620.665,-195113.88
1764768696.694467,-204801.525,-204909.975,-229579.785,-243534.15,-209665.215,-195154.83
1764768696.694467,-204794.595,-204902.865,-229536.72,-243496.53,-209639.475,-195117.48
1764768696.694467,-204768.855,-204876.54,-229469.04,-243431.73,-209590.29,-195053.265
1764768696.694467,-204764.895,-204872.13,-229448.475,-243411.57,-209579.895,-195033.375
1764768696.694467,-204764.85,-204872.22,-229445.595,-243408.555,-209580.21,-195029.505
1764768696.694467,-204721.605,-204829.605,-229425.12,-243383.895,-209551.545,-195004.305
1764768696.7402356,-204689.745,-204798.555,-229436.82,-243387.18,-209541.78,-195008.04
1764768696.7402356,-204692.715,-204802.065,-229470.615,-243416.79,-209559.465,-195038.64
1764768696.7402356,-204724.845,-204833.925,-229514.22,-243460.98,-209596.41,-195082.695
1764768696.7402356,-204712.92,-204821.595,-229494.42,-243442.98,-209578.635,-195065.775
1764768696.7402356,-204739.515,-204847.65,-229486.815,-243439.515,-209584.89,-195063.48
1764768696.7402356,-204824.565,-204932.475,-229549.905,-243508.725,-209662.605,-195131.295
1764768696.7402356,-204834.06,-204942.285,-229543.11,-243505.62,-209666.52,-195126.21
1764768696.7402356,-204818.67,-204926.67,-229514.985,-243478.08,-209645.865,-195097.86
1764768696.7402356,-204813.27,-204921.45,-229505.67,-243468.27,-209640.78,-195087.825
1764768696.7402356,-204785.55,-204893.955,-229507.2,-243465.705,-209631.645,-195084.63
1764768696.7402356,-204738.84,-204847.47,-229503.735,-243453.915,-209603.115,-195072.075
1764768696.7402356,-204741.765,-204850.845,-229539.69,-243485.64,-209621.07,-195104.16
1764768696.7402356,-204766.38,-204875.73,-229573.125,-243519.57,-209647.98,-195138.45
1764768696.7402356,-204816.42,-204925.365,-229622.4,-243571.635,-209697.12,-195190.38
1764768696.7402356,-204834.015,-204942.735,-229619.88,-243574.02,-209703.555,-195192.45
1764768696.7402356,-204865.695,-204973.965,-229613.805,-243573.3,-209714.715,-195191.865
1764768696.7402356,-204877.665,-204986.115,-229606.83,-243569.745,-209719.62,-195187.275
1764768696.7402356,-204814.665,-204922.935,-229519.8,-243483.255,-209643.12,-195100.92
1764768696.7402356,-204797.97,-204905.7,-229485.465,-243449.1,-209616.705,-195066.99
1764768696.7402356,-204743.07,-204850.935,-229454.235,-243412.74,-209578.5,-195031.755
1764768696.7402356,-204691.59,-204799.995,-229441.23,-243391.365,-209544.39,-195010.875
1764768696.7402356,-204697.89,-204806.565,-229475.25,-243421.56,-209563.2,-195042.015
1764768696.7402356,-204728.94,-204838.245,-229516.605,-243463.32,-209598.12,-195083.82
1764768696.7402356,-204754.455,-204863.85,-229543.785,-243492.165,-209624.22,-195113.16
1764768696.7866654,-204769.62,-204878.25,-229534.155,-243486.45,-209624.94,-195108.615
1764768696.7866654,-204838.29,-204946.74,-229578.795,-243536.13,-209683.305,-195158.34
1764768696.7866654,-204874.02,-204982.785,-229596.525,-243558.72,-209712.33,-195179.4
1764768696.7866654,-204825.375,-204934.005,-229529.7,-243493.02,-209653.92,-195113.34
1764768696.7866654,-204797.34,-204905.61,-229486.995,-243449.64,-209617.38,-195070.68
1764768696.7866654,-204778.53,-204886.98,-229495.725,-243453.915,-209615.94,-195074.55
1764768696.7866654,-204722.505,-204831.585,-229480.065,-243430.425,-209579.58,-195051.96
1764768696.7866654,-204724.44,-204833.52,-229508.865,-243455.265,-209593.215,-195078.51
1764768696.7866654,-204748.38,-204857.28,-229542.615,-243489.195,-209619.9,-195113.16
1764768696.7866654,-204729.435,-204838.38,-229515.615,-243463.86,-209594.835,-195089.76
1764768696.7866654,-204746.895,-204855.66,-229502.745,-243454.185,-209593.935,-195082.425
1764768696.7866654,-204770.835,-204879.15,-229491.315,-243448.65,-209601.09,-195077.97
1764768696.7866654,-204767.595,-204875.73,-229452.705,-243413.865,-209580.12,-195043.68
1764768696.7866654,-204766.56,-204874.695,-229440.465,-243402.75,-209576.52,-195032.7
1764768696.7866654,-204771.24,-204879.105,-229444.29,-243406.44,-209582.595,-195036.165
1764768696.7866654,-204766.245,-204874.335,-229471.425,-243429.48,-209597.76,-195058.53
1764768696.7866654,-204735.555,-204843.96,-229482.855,-243434.475,-209588.49,-195063.795
1764768696.7866654,-204738.3,-204846.93,-229520.295,-243467.325,-209608.605,-195098.355
1764768696.7866654,-204751.305,-204860.34,-229552.335,-243498.78,-209631.69,-195131.61
1764768696.7866654,-204752.07,-204860.97,-229546.62,-243494.73,-209623.455,-195127.92
1764768696.7866654,-204768.36,-204877.125,-229531.905,-243484.155,-209620.98,-195119.1
1764768696.7866654,-204781.995,-204890.265,-229507.74,-243465.84,-209615.67,-195101.82
1764768696.8330734,-204783.705,-204891.885,-229475.925,-243437.625,-209600.64,-195073.83
1764768696.8330734,-204818.805,-204927.165,-229506.66,-243469.665,-209637.675,-195105.105
1764768696.8330734,-204837.48,-204946.02,-229534.155,-243497.43,-209664.72,-195131.565
1764768696.8330734,-204819.705,-204928.245,-229549.095,-243507.96,-209665.98,-195141.015
1764768696.8330734,-204794.19,-204902.955,-229574.115,-243525.42,-209665.89,-195158.34
1764768696.8330734,-204795.945,-204905.34,-229611.645,-243558.54,-209684.07,-195192.0
