Timestamp,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
1764767370.644104,-3.61662,0.93086,-0.47306,-0.91943124,0.3393546,0.12011688
1764767370.644104,-3.61662,0.93086,-0.47306,-0.91943124,0.3393546,0.12011688
1764767370.644104,-3.61662,0.93086,-0.47306,-0.91943124,0.3393546,0.12011688
1764767370.644104,-3.61662,0.93086,-0.47306,-0.91943124,0.3393546,0.12011688
1764767370.644104,-3.61662,0.93086,-0.47306,-0.91943124,0.3393546,0.12011688
1764767370.644104,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.644104,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.644104,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.85362,0.9919,-0.03052,-0.919126065,0.339537705,0.120299985
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6446292,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6903522,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6903522,-2.92992,0.763,-0.4578,-0.91857675,0.340636335,0.12109344
1764767370.6903522,-3.03674,0.96138,-0.13734,-0.91808847,0.342223245,0.12207
1764767370.6903522,-3.03674,0.96138,-0.13734,-0.91808847,0.342223245,0.12207
1764767370.6903522,-3.03674,0.96138,-0.13734,-0.91808847,0.342223245,0.12207
1764767370.6903522,-3.03674,0.96138,-0.13734,-0.91808847,0.342223245,0.12207
1764767370.6908596,-3.03674,0.96138,-0.13734,-0.91808847,0.342223245,0.12207
1764767370.6908596,-3.03674,0.96138,-0.13734,-0.91808847,0.342223245,0.12207
