Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
1764435673.1201522,-211571.595,-212701.905,-209681.73,-218621.205,-213462.315,-211976.37
1764435673.1201522,-211630.77,-212761.08,-209668.185,-218596.545,-213422.94,-211951.53
1764435673.1201522,-211723.515,-212853.015,-209618.865,-218550.555,-213369.165,-211904.055
1764435673.1201522,-211791.375,-212919.705,-209572.695,-218509.47,-213339.78,-211865.715
1764435673.1201522,-211836.24,-212963.58,-209532.87,-218482.83,-213328.215,-211840.74
1764435673.1201522,-211851.855,-212979.6,-209505.195,-218475.27,-213329.475,-211830.615
1764435673.1201522,-211799.16,-212928.255,-209514.15,-218495.565,-213362.19,-211850.28
1764435673.1201522,-211721.31,-212851.35,-209557.575,-218534.85,-213409.215,-211891.59
1764435673.1201522,-211666.005,-212796.36,-209596.86,-218567.565,-213432.21,-211922.37
1764435673.1201522,-211632.39,-212762.34,-209630.205,-218585.475,-213437.295,-211939.47
1764435673.1201522,-211624.245,-212752.89,-209654.28,-218588.22,-213431.94,-211944.015
1764435673.1201522,-211684.815,-212812.065,-209640.555,-218562.795,-213394.23,-211918.68
1764435673.1201522,-211777.065,-212903.28,-209592.405,-218517.21,-213344.19,-211871.7
1764435673.1201522,-211842.09,-212968.215,-209548.08,-218477.025,-213318.63,-211834.395
1764435673.1201522,-211883.805,-213009.795,-209507.715,-218449.44,-213308.19,-211808.655
1764435673.1201522,-211897.845,-213023.565,-209480.625,-218442.195,-213310.89,-211798.26
1764435673.1201522,-211844.745,-212970.78,-209492.595,-218464.245,-213347.295,-211819.59
1764435673.1201522,-211764.735,-212891.67,-209537.865,-218504.25,-213396.795,-211861.98
1764435673.1201522,-211707.99,-212835.24,-209577.105,-218536.38,-213420.96,-211892.445
1764435673.1201522,-211673.07,-212799.915,-209611.8,-218555.1,-213428.475,-211910.085
1764435673.1201522,-211649.49,-212775.03,-209624.58,-218545.605,-213415.11,-211904.37
1764435673.1215882,-211719.6,-212843.43,-209618.055,-218527.56,-213384.33,-211885.695
1764435673.1215882,-211817.88,-212941.17,-209575.53,-218487.645,-213339.465,-211843.215
1764435673.1648471,-211882.14,-213005.97,-209533.77,-218449.44,-213316.74,-211808.07
1764435673.1648471,-211924.215,-213048.225,-209495.745,-218423.565,-213309.36,-211784.04
1764435673.1648471,-211935.735,-213060.69,-209467.26,-218414.16,-213311.565,-211771.98
1764435673.1648471,-211879.71,-213005.97,-209478.555,-218435.04,-213348.15,-211792.32
1764435673.1648471,-211801.005,-212928.345,-209524.095,-218475.225,-213398.28,-211834.215
1764435673.1648471,-211744.53,-212870.565,-209563.965,-218507.355,-213422.85,-211864.59
1764435673.1648471,-211708.305,-212833.305,-209599.83,-218526.48,-213431.625,-211882.86
1764435673.1648471,-211701.375,-212825.88,-209625.75,-218530.215,-213428.925,-211888.89
1764435673.1648471,-211762.755,-212885.28,-209611.08,-218503.89,-213391.845,-211862.25
1764435673.1648471,-211851.945,-212973.39,-209563.2,-218458.08,-213343.02,-211815.09
1764435673.165355,-211913.19,-213035.265,-209520.945,-218419.29,-213320.52,-211779.495
1764435673.165355,-211952.475,-213074.82,-209482.605,-218392.965,-213313.005,-211754.97
1764435673.165355,-211963.815,-213086.655,-209457.315,-218386.98,-213318.405,-211745.655
1764435673.165355,-211906.71,-213030.45,-209470.905,-218409.39,-213356.79,-211767.48
1764435673.165355,-211826.655,-212951.07,-209516.715,-218449.395,-213407.235,-211809.6
1764435673.165355,-211769.595,-212893.425,-209556.765,-218481.615,-213431.895,-211840.29
1764435673.165355,-211734.765,-212858.46,-209593.62,-218501.55,-213441.12,-211859.145
1764435673.165355,-211728.195,-212850.9,-209618.955,-218504.25,-213437.88,-211863.96
1764435673.165355,-211790.565,-212911.875,-209603.88,-218477.115,-213400.35,-211836.78
1764435673.165355,-211878.18,-212999.715,-209554.92,-218430.09,-213351.525,-211788.63
1764435673.165355,-211940.01,-213061.77,-209512.98,-218391.75,-213329.43,-211753.215
1764435673.165355,-211979.79,-213100.875,-209474.865,-218365.83,-213322.005,-211728.915
1764435673.165355,-211989.555,-213110.865,-209450.43,-218360.43,-213327.99,-211720.365
1764435673.165355,-211929.39,-213051.645,-209465.37,-218383.74,-213367.815,-211743.315
1764435673.2094567,-211828.185,-212951.88,-209526.795,-218441.07,-213431.355,-211802.445
1764435673.2094567,-211724.505,-212848.695,-209592.72,-218504.52,-213477.3,-211863.87
1764435673.2094567,-211637.565,-212761.44,-209654.055,-218555.325,-213505.605,-211914.99
1764435673.2094567,-211583.88,-212707.62,-209701.125,-218587.32,-213515.82,-211949.64
1764435673.2094567,-211619.655,-212742.36,-209696.49,-218578.32,-213480.135,-211939.92
1764435673.2099876,-211710.78,-212833.17,-209645.28,-218532.69,-213421.68,-211893.12
1764435673.2099876,-211777.695,-212899.905,-209598.165,-218492.19,-213388.605,-211855.455
1764435673.2099876,-211823.235,-212945.22,-209557.125,-218466.135,-213372.99,-211830.75
1764435673.2099876,-211839.075,-212961.015,-209531.52,-218461.77,-213373.305,-211823.415
1764435673.2099876,-211785.345,-212907.915,-209544.075,-218484.63,-213406.065,-211846.095
1764435673.2133503,-211712.49,-212834.7,-209587.905,-218524.23,-213449.31,-211887.09
1764435673.2133503,-211660.605,-212782.815,-209624.895,-218554.695,-213467.22,-211916.205
1764435673.2133503,-211628.34,-212751.0,-209658.645,-218572.425,-213470.235,-211932.765
1764435673.2133503,-211625.955,-212748.39,-209680.83,-218574.045,-213461.46,-211936.455
1764435673.2133503,-211692.15,-212812.65,-209662.155,-218546.055,-213419.115,-211908.195
